perapur;estab;ben_cnpj;gp_rend;nat_rend;dat_fatger;vr_brut;bas_reten;vr_ir_ret;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
